,category,country,description,lat,lon,rank,start,timezone,title,as_of_date,label
308,disasters,PK,"Considering the high intensity of smog situation in the country, members of a Senate caucus, on Thursday, have decided to declare a smog national emergency. The smog level in the atmosphere has been on the rising side for the past few weeks and has reached to an alarming environmental situation in the country. The quality of air is particularly very poor in the provincial capital of Punjab, Lahore and slowly engulfing Karachi now. The air pollution in the country has reached an enormously dangerous level that has probed the Parliamentary caucus to agree on declaring a national emergency. The caucus has also requested the Senate Chairman to summon a meeting of the committee to address the issue at earliest. The meeting was held at the Parliament House in Islamabad that was chaired by the Senator of Pakistan People's Party Parliamentarian (PPPP), Sherry Rehman. On this occasion, the Environmental Activist Ahmed Rafay Alam along with his team briefed the caucus about the current situation of poor air quality and rising air pollution levels in the country. The environmental law experts also told the various causes of smog and possible remedies in this regard. Smog appears in the month of November and December every year on a regular basis that has made it almost the fifth season of the year. The levels of air pollution remain the same throughout the year, however, during this part of the year when the weather is cold; this pollution manifests itself as smog. The caucus was being told about the various causes of smog at the meeting in detail. Chemical emissions from industries and factories, dust from ongoing construction projects, smoke from vehicles and the burning of crops are the major contributors towards intensifying air pollution and thus causing smog. A number of life-threatening diseases like lungs cancer and respiratory issues may appear if continuously exposed to smog conditions. Particularly children and elder people suffering from asthma are more likely to get affected by the smog conditions. There is a significant increase observed in such patients in the last few weeks and can rise if the situation persists. In response to the above briefing, the caucus expressed solid determination in bringing environmental reforms in the industrial and automobile sector of the country. All possible measures will be taken in order to change the energy policy and keeping a check on the industries. A number of effective policy measures will be taken to help fight against this environmental crisis. Moreover, the caucus laid stress the importance of installation of smog level measuring meters across the country which will help to tackle the smog situation with constructive planning.",30.464132,70.169467,90,2018-11-20T04:21:56Z,Asia/Karachi,Environment Pollution - Asia - Pakistan,2018-11-20,environment-pollution
309,disasters,ZA,"Seventeen people were injured after a taxi and a bakkie collided on Kliprivier Drive and Andries Road in Brackendowns on November 17. When ER24 paramedics arrived on the scene after 6 pm, they found two people entrapped in the taxi. Patients were also found walking around on the scene. The fire brigade had to use the Jaws of Life to extricate the two entrapped patients. They were both found to have sustained serious injuries. One of the seriously injured was airlifted by medical helicopter to the hospital for further medical care. Fifteen others were found to have sustained minor to moderate injuries. No-one from the bakkie sustained any injuries. ER24, as well as various other medical services on the scene, transported the patients to the hospital for further medical care. The exact circumstances surrounding the incident were not known to our paramedics, but local authorities were on the scene for further investigations.",-26.337346000000004,28.091784000000004,70,2018-11-20T04:18:56Z,Africa/Johannesburg,Vehicle Accident - Africa - South Africa,2018-11-20,disaster
309,disasters,ZA,"Seventeen people were injured after a taxi and a bakkie collided on Kliprivier Drive and Andries Road in Brackendowns on November 17. When ER24 paramedics arrived on the scene after 6 pm, they found two people entrapped in the taxi. Patients were also found walking around on the scene. The fire brigade had to use the Jaws of Life to extricate the two entrapped patients. They were both found to have sustained serious injuries. One of the seriously injured was airlifted by medical helicopter to the hospital for further medical care. Fifteen others were found to have sustained minor to moderate injuries. No-one from the bakkie sustained any injuries. ER24, as well as various other medical services on the scene, transported the patients to the hospital for further medical care. The exact circumstances surrounding the incident were not known to our paramedics, but local authorities were on the scene for further investigations.",-26.337346000000004,28.091784000000004,70,2018-11-20T04:18:56Z,Africa/Johannesburg,Vehicle Accident - Africa - South Africa,2018-11-20,vehicle-accident
310,disasters,US,"Officials say 26 students and one adult staff member from a South Florida high school have been hospitalized, including some who had seizures, after possible exposure to an unknown substance. Fort Lauderdale Fire Rescue officials say students began feeling ill Monday after being in the gym at Cardinal Gibbons High School, a private Roman Catholic school. Some students experienced seizures, others had nosebleeds or shortness of breath and some passed out. The South Florida Sun Sentinel reports that paramedics and a hazardous materials crew responded to determine if the illnesses were the result of an exposure to some type of substance. The Fort Lauderdale Police tweeted that the area of concern was isolated, and there was no need for parents to pick up their children.",26.185016,-80.10923100000001,70,2018-11-20T04:17:37Z,America/New_York,HAZMAT - North-America - USA,2018-11-20,disaster
310,disasters,US,"Officials say 26 students and one adult staff member from a South Florida high school have been hospitalized, including some who had seizures, after possible exposure to an unknown substance. Fort Lauderdale Fire Rescue officials say students began feeling ill Monday after being in the gym at Cardinal Gibbons High School, a private Roman Catholic school. Some students experienced seizures, others had nosebleeds or shortness of breath and some passed out. The South Florida Sun Sentinel reports that paramedics and a hazardous materials crew responded to determine if the illnesses were the result of an exposure to some type of substance. The Fort Lauderdale Police tweeted that the area of concern was isolated, and there was no need for parents to pick up their children.",26.185016,-80.10923100000001,70,2018-11-20T04:17:37Z,America/New_York,HAZMAT - North-America - USA,2018-11-20,hazmat
311,disasters,,,2.6839,126.8045,77,2018-11-20T02:29:02Z,Asia/Makassar,"M 5.3 - 170km NW of Tobelo, Indonesia",2018-11-20,disaster
311,disasters,,,2.6839,126.8045,77,2018-11-20T02:29:02Z,Asia/Makassar,"M 5.3 - 170km NW of Tobelo, Indonesia",2018-11-20,earthquake
312,disasters,,,-6.0576,151.3215,86,2018-11-20T00:55:17Z,Pacific/Port_Moresby,"M 5.1 - 142km ESE of Kimbe, Papua New Guinea",2018-11-20,disaster
312,disasters,,,-6.0576,151.3215,86,2018-11-20T00:55:17Z,Pacific/Port_Moresby,"M 5.1 - 142km ESE of Kimbe, Papua New Guinea",2018-11-20,earthquake
313,disasters,,,-15.2434,-173.4211,81,2018-11-20T00:46:31Z,Pacific/Tongatapu,"M 5.0 - 85km NNE of Hihifo, Tonga",2018-11-20,disaster
313,disasters,,,-15.2434,-173.4211,81,2018-11-20T00:46:31Z,Pacific/Tongatapu,"M 5.0 - 85km NNE of Hihifo, Tonga",2018-11-20,earthquake
314,disasters,,,52.703,-174.4211,63,2018-11-21T23:14:10Z,America/Adak,"M 4.7 - 58km NNW of Atka, Alaska",2018-11-21,disaster
314,disasters,,,52.703,-174.4211,63,2018-11-21T23:14:10Z,America/Adak,"M 4.7 - 58km NNW of Atka, Alaska",2018-11-21,earthquake
315,disasters,,,-5.2946,152.8635,85,2018-11-21T23:00:09Z,Pacific/Port_Moresby,"M 4.7 - 93km SSW of Taron, Papua New Guinea",2018-11-21,disaster
315,disasters,,,-5.2946,152.8635,85,2018-11-21T23:00:09Z,Pacific/Port_Moresby,"M 4.7 - 93km SSW of Taron, Papua New Guinea",2018-11-21,earthquake
316,terror,NE,"Armed assailants, believed to be Nigerian-based Boko Haram militants, attacked a Foraco well site.

8 employees (6 technicians and 1 civil servant) were killed, while 5 others were injured. The civil servant was kidnapped before he had his throat slit.

Marseille-based Foraco is listed on the Toronto Stock Exchange and says it is the third largest global mineral driller with mining and water projects across 22 countries.
2 vehicles belonging to Foraco were stolen during the attack.",13.667229999999998,13.11955,80,2018-11-21T23:00:00Z,Africa/Niamey,"Attack in Toumour, Niger",2018-11-21,assassination
316,terror,NE,"Armed assailants, believed to be Nigerian-based Boko Haram militants, attacked a Foraco well site.

8 employees (6 technicians and 1 civil servant) were killed, while 5 others were injured. The civil servant was kidnapped before he had his throat slit.

Marseille-based Foraco is listed on the Toronto Stock Exchange and says it is the third largest global mineral driller with mining and water projects across 22 countries.
2 vehicles belonging to Foraco were stolen during the attack.",13.667229999999998,13.11955,80,2018-11-21T23:00:00Z,Africa/Niamey,"Attack in Toumour, Niger",2018-11-21,attack
316,terror,NE,"Armed assailants, believed to be Nigerian-based Boko Haram militants, attacked a Foraco well site.

8 employees (6 technicians and 1 civil servant) were killed, while 5 others were injured. The civil servant was kidnapped before he had his throat slit.

Marseille-based Foraco is listed on the Toronto Stock Exchange and says it is the third largest global mineral driller with mining and water projects across 22 countries.
2 vehicles belonging to Foraco were stolen during the attack.",13.667229999999998,13.11955,80,2018-11-21T23:00:00Z,Africa/Niamey,"Attack in Toumour, Niger",2018-11-21,hostage-crisis
316,terror,NE,"Armed assailants, believed to be Nigerian-based Boko Haram militants, attacked a Foraco well site.

8 employees (6 technicians and 1 civil servant) were killed, while 5 others were injured. The civil servant was kidnapped before he had his throat slit.

Marseille-based Foraco is listed on the Toronto Stock Exchange and says it is the third largest global mineral driller with mining and water projects across 22 countries.
2 vehicles belonging to Foraco were stolen during the attack.",13.667229999999998,13.11955,80,2018-11-21T23:00:00Z,Africa/Niamey,"Attack in Toumour, Niger",2018-11-21,shooting
316,terror,NE,"Armed assailants, believed to be Nigerian-based Boko Haram militants, attacked a Foraco well site.

8 employees (6 technicians and 1 civil servant) were killed, while 5 others were injured. The civil servant was kidnapped before he had his throat slit.

Marseille-based Foraco is listed on the Toronto Stock Exchange and says it is the third largest global mineral driller with mining and water projects across 22 countries.
2 vehicles belonging to Foraco were stolen during the attack.",13.667229999999998,13.11955,80,2018-11-21T23:00:00Z,Africa/Niamey,"Attack in Toumour, Niger",2018-11-21,stabbing
316,terror,NE,"Armed assailants, believed to be Nigerian-based Boko Haram militants, attacked a Foraco well site.

8 employees (6 technicians and 1 civil servant) were killed, while 5 others were injured. The civil servant was kidnapped before he had his throat slit.

Marseille-based Foraco is listed on the Toronto Stock Exchange and says it is the third largest global mineral driller with mining and water projects across 22 countries.
2 vehicles belonging to Foraco were stolen during the attack.",13.667229999999998,13.11955,80,2018-11-21T23:00:00Z,Africa/Niamey,"Attack in Toumour, Niger",2018-11-21,terror
317,terror,CN,"5 people were killed and another 18 were injured when a car veered across the centerline of a street and slammed into a crowd of schoolchildren and adults.

This could be a case of baofu shehui, or taking revenge on society, a phrase used to describe the motives of people who carry out attacks on random civilians. Such violence is often directed at schoolchildren and usually carried out by individual attackers armed with knives.",40.711040000000004,120.83693999999998,80,2018-11-21T16:00:00Z,Asia/Shanghai,"Vehicular incident in Huludao, China",2018-11-21,attack
317,terror,CN,"5 people were killed and another 18 were injured when a car veered across the centerline of a street and slammed into a crowd of schoolchildren and adults.

This could be a case of baofu shehui, or taking revenge on society, a phrase used to describe the motives of people who carry out attacks on random civilians. Such violence is often directed at schoolchildren and usually carried out by individual attackers armed with knives.",40.711040000000004,120.83693999999998,80,2018-11-21T16:00:00Z,Asia/Shanghai,"Vehicular incident in Huludao, China",2018-11-21,suspected-attack
317,terror,CN,"5 people were killed and another 18 were injured when a car veered across the centerline of a street and slammed into a crowd of schoolchildren and adults.

This could be a case of baofu shehui, or taking revenge on society, a phrase used to describe the motives of people who carry out attacks on random civilians. Such violence is often directed at schoolchildren and usually carried out by individual attackers armed with knives.",40.711040000000004,120.83693999999998,80,2018-11-21T16:00:00Z,Asia/Shanghai,"Vehicular incident in Huludao, China",2018-11-21,terror
317,terror,CN,"5 people were killed and another 18 were injured when a car veered across the centerline of a street and slammed into a crowd of schoolchildren and adults.

This could be a case of baofu shehui, or taking revenge on society, a phrase used to describe the motives of people who carry out attacks on random civilians. Such violence is often directed at schoolchildren and usually carried out by individual attackers armed with knives.",40.711040000000004,120.83693999999998,80,2018-11-21T16:00:00Z,Asia/Shanghai,"Vehicular incident in Huludao, China",2018-11-21,vehicle-accident
318,disasters,,,4.9687,94.7127,78,2018-11-21T15:49:35Z,Asia/Jakarta,"M 4.9 - 93km SW of Banda Aceh, Indonesia",2018-11-21,disaster
318,disasters,,,4.9687,94.7127,78,2018-11-21T15:49:35Z,Asia/Jakarta,"M 4.9 - 93km SW of Banda Aceh, Indonesia",2018-11-21,earthquake
319,disasters,RU,"A plane taking off from Moscow's Sheremetyevo Airport ran over and killed an Armenian citizen who was in transit while being deported from Spain, Russian investigators have said. Authorities said late on Tuesday that they were investigating the circumstances of the incident after a dead body was discovered on the airport runway. The Investigative Committee said the victim had been hit by the landing gear of an Athens-bound passenger jet. Surveillance footage allegedly showed Albert Yepremyan, 25, breaking free and running onto the runway as passengers boarded the Boeing 737 aircraft, an unnamed airport official told Interfax Wednesday. ""The man went through the airport gate during boarding for a Moscow-Yerevan flight, went to the platform bus, but quickly headed toward the runway instead of getting in,"" the official was quoted as saying. ""On [his] flight from Madrid, Mr. Yepremyan had started a fight,"" the Sheremetyevo official told Interfax. ""After landing [in Moscow], police were called on board the plane to detain [him]."" Fuselage damage and human remains were discovered on the plane after it landed in the Greek capital, Interfax cited Athens International Airport authorities as saying. ""A decision was made to temporarily ground the airliner,"" they added.",55.973648,37.412503,70,2018-11-21T15:40:27Z,Europe/Moscow,Vehicle Incident - Asia - Russia,2018-11-21,disaster
319,disasters,RU,"A plane taking off from Moscow's Sheremetyevo Airport ran over and killed an Armenian citizen who was in transit while being deported from Spain, Russian investigators have said. Authorities said late on Tuesday that they were investigating the circumstances of the incident after a dead body was discovered on the airport runway. The Investigative Committee said the victim had been hit by the landing gear of an Athens-bound passenger jet. Surveillance footage allegedly showed Albert Yepremyan, 25, breaking free and running onto the runway as passengers boarded the Boeing 737 aircraft, an unnamed airport official told Interfax Wednesday. ""The man went through the airport gate during boarding for a Moscow-Yerevan flight, went to the platform bus, but quickly headed toward the runway instead of getting in,"" the official was quoted as saying. ""On [his] flight from Madrid, Mr. Yepremyan had started a fight,"" the Sheremetyevo official told Interfax. ""After landing [in Moscow], police were called on board the plane to detain [him]."" Fuselage damage and human remains were discovered on the plane after it landed in the Greek capital, Interfax cited Athens International Airport authorities as saying. ""A decision was made to temporarily ground the airliner,"" they added.",55.973648,37.412503,70,2018-11-21T15:40:27Z,Europe/Moscow,Vehicle Incident - Asia - Russia,2018-11-21,vehicle-accident
320,disasters,,,-5.1673,102.836,78,2018-11-21T14:42:28Z,Asia/Jakarta,"M 4.8 - 103km W of Kuripan, Indonesia",2018-11-21,disaster
320,disasters,,,-5.1673,102.836,78,2018-11-21T14:42:28Z,Asia/Jakarta,"M 4.8 - 103km W of Kuripan, Indonesia",2018-11-21,earthquake
321,disasters,,,2.314,96.2226,81,2018-11-21T14:38:43Z,Asia/Jakarta,"M 4.6 - 25km SW of Sinabang, Indonesia",2018-11-21,disaster
321,disasters,,,2.314,96.2226,81,2018-11-21T14:38:43Z,Asia/Jakarta,"M 4.6 - 25km SW of Sinabang, Indonesia",2018-11-21,earthquake
322,disasters,,,-2.5342,139.6652,76,2018-11-21T11:51:51Z,Asia/Jayapura,"M 4.8 - 102km W of Abepura, Indonesia",2018-11-21,disaster
322,disasters,,,-2.5342,139.6652,76,2018-11-21T11:51:51Z,Asia/Jayapura,"M 4.8 - 102km W of Abepura, Indonesia",2018-11-21,earthquake
323,disasters,,,-31.5957,-71.5056,76,2018-11-21T11:42:59Z,America/Santiago,"M 4.7 - 32km W of Illapel, Chile",2018-11-21,disaster
323,disasters,,,-31.5957,-71.5056,76,2018-11-21T11:42:59Z,America/Santiago,"M 4.7 - 32km W of Illapel, Chile",2018-11-21,earthquake
324,disasters,,,-6.9983,126.9291,63,2018-11-21T11:25:57Z,Asia/Jayapura,"M 4.6 - 228km NE of Dili, East Timor",2018-11-21,disaster
324,disasters,,,-6.9983,126.9291,63,2018-11-21T11:25:57Z,Asia/Jayapura,"M 4.6 - 228km NE of Dili, East Timor",2018-11-21,earthquake
325,disasters,,,10.5543,-86.0879,83,2018-11-21T08:46:05Z,America/Costa_Rica,"M 4.5 - 48km W of Sardinal, Costa Rica",2018-11-21,disaster
325,disasters,,,10.5543,-86.0879,83,2018-11-21T08:46:05Z,America/Costa_Rica,"M 4.5 - 48km W of Sardinal, Costa Rica",2018-11-21,earthquake
326,disasters,,,10.4803,-86.1861,84,2018-11-21T08:24:36Z,America/Costa_Rica,"M 4.6 - 59km W of Sardinal, Costa Rica",2018-11-21,disaster
326,disasters,,,10.4803,-86.1861,84,2018-11-21T08:24:36Z,America/Costa_Rica,"M 4.6 - 59km W of Sardinal, Costa Rica",2018-11-21,earthquake
327,disasters,,,10.6272,-86.024,84,2018-11-21T07:40:21Z,America/Costa_Rica,"M 4.9 - 42km WNW of Sardinal, Costa Rica",2018-11-21,disaster
327,disasters,,,10.6272,-86.024,84,2018-11-21T07:40:21Z,America/Costa_Rica,"M 4.9 - 42km WNW of Sardinal, Costa Rica",2018-11-21,earthquake
328,disasters,,,0.985,125.3225,72,2018-11-21T06:39:13Z,Asia/Makassar,"M 4.7 - 53km SSE of Bitung, Indonesia",2018-11-21,disaster
328,disasters,,,0.985,125.3225,72,2018-11-21T06:39:13Z,Asia/Makassar,"M 4.7 - 53km SSE of Bitung, Indonesia",2018-11-21,earthquake
329,disasters,RU,"Two Airbus passenger planes were involved a terrifying near miss over Moscow region, the Russian authorities reported today. The planes with a total of at least 274 people on board came dangerously close to within 650 ft in height after a pilot 'error'. The near miss was on Monday evening and is reported to have involved planes from Russian carriers Aeroflot and Rossiya. Accounts say the incident involved an Aeroflot A-320 from Kaliningrad to Moscow's Sheremetyevo airport and an A-319 Rossiya plane from St Petersburg to another city airport, Vnukovo. 'One of the plane's pilots erroneously started descending after he received a message from an air traffic controller that was addressed to the other aircraft,' reported a source cited by Interfax news agency. 'As a result, the crew were in a potentially hazardous condition involving a plane on a collision course. 'The vertical spacing between two liners shortened to 200 meters.' An alarm signal was activated on board the aircraft, said the source from air traffic control. Emergency procedures by the pilots prevented an appalling crash, it is understood. Blame has been put on the Aeroflot crew for acting on an instruction to descend that was intended for the other aircraft. 'The aircraft courses were traversed, the aircraft became dangerously close,' said a report on Mash Telegram. 'The A-320 reported that its collision avoidance system worked.' The incident was at 22.35 Moscow time (19.35 GMT). Reports said there were up to 180 on board the Aeroflot plane and up to 156 on the other aircraft. At least 274 passengers and crew were on both aircraft. It is unclear why exact numbers were not given.",55.697286,37.515679999999996,90,2018-11-21T05:43:01Z,Europe/Moscow,Vehicle Incident - Asia - Russia,2018-11-21,disaster
329,disasters,RU,"Two Airbus passenger planes were involved a terrifying near miss over Moscow region, the Russian authorities reported today. The planes with a total of at least 274 people on board came dangerously close to within 650 ft in height after a pilot 'error'. The near miss was on Monday evening and is reported to have involved planes from Russian carriers Aeroflot and Rossiya. Accounts say the incident involved an Aeroflot A-320 from Kaliningrad to Moscow's Sheremetyevo airport and an A-319 Rossiya plane from St Petersburg to another city airport, Vnukovo. 'One of the plane's pilots erroneously started descending after he received a message from an air traffic controller that was addressed to the other aircraft,' reported a source cited by Interfax news agency. 'As a result, the crew were in a potentially hazardous condition involving a plane on a collision course. 'The vertical spacing between two liners shortened to 200 meters.' An alarm signal was activated on board the aircraft, said the source from air traffic control. Emergency procedures by the pilots prevented an appalling crash, it is understood. Blame has been put on the Aeroflot crew for acting on an instruction to descend that was intended for the other aircraft. 'The aircraft courses were traversed, the aircraft became dangerously close,' said a report on Mash Telegram. 'The A-320 reported that its collision avoidance system worked.' The incident was at 22.35 Moscow time (19.35 GMT). Reports said there were up to 180 on board the Aeroflot plane and up to 156 on the other aircraft. At least 274 passengers and crew were on both aircraft. It is unclear why exact numbers were not given.",55.697286,37.515679999999996,90,2018-11-21T05:43:01Z,Europe/Moscow,Vehicle Incident - Asia - Russia,2018-11-21,vehicle-accident
330,terror,IN,"Three people and over 20 injured when two motorcycle-borne men threw grenade on a religious congregation on city outskirts here on Sunday, an incident which the police are treating as a ""terrorist act"". The incident took place inside the Nirankari Bhavan's prayer hall at Adliwal village near Amritsar's Rajasansi, police said. A congregation of the Nirankari followers was being held inside at the time. The Sant Nirankari Mission is a spiritual organisation and the Bhavan here is located close to the international airport and Indo-Pak border. The grenade was lobbed by one of the two people who had their faces covered. One person pointed a gun at the volunteers manning the gate, while the other one hurled the bomb after which they escaped, police and eyewitnesses said. DGP Suresh Arora, who along with senior officers rushed to the spot, said police was treating it as a ""terrorist act"". Chief Minister Amarinder Singh condemned the attack and said the possibility of the involvement of ISI-based Khalistani/Kashmiri terror groups could not be ruled out. The DGP said three people had died in the incident and 20 were injured, two of them seriously, he said. The police said the grenade was hurled towards the stage where main preacher Sukhdev Kumar was holding the congregation. He was among the dead. The other deceased were Sandeep Singh, a resident of village Rajasansi, and Kuldeep Singh. Nine women and a six-year-old child were among the injured, they said. An FIR was registered based on the statement of Nirnakari sect volunteer Gagan, who was on duty at the main door of the premises. Inspector General of Police (Amritsar Border range) SPS Parmar, who visited the spot, said about 200 devotees, including women, were inside at the time of the incident. They had gathered for the congregation held each Sunday. No CCTV was installed at the premises, preliminary probe found, he said. SSP (Rural) Parampal Singh said two armed masked persons forced their way inside by pointing a gun at Arjan and Gagan, who were on duty at the gate. ""After they gained entry, one of them threw a grenade-like object at the congregation and escaped,"" he said, adding a hunt is on to nab the accused. After the incident, the Bhavan was sealed by the police and security was stepped up at other ""Nirankari Bhavans"" in the state. While Punjab was already on high alert, vigil has been stepped up in the state, especially border districts, including Amritsar, Gurdaspur and Ferozepur. Punjab Chief Minister Amarinder Singh Monday announced a reward of Rs 50 lakh for anybody providing information on those involved in the Amritsar grenade blast that left three persons dead, officials said. Information can be provided on the Punjab Police helpline - 181, officials said, adding the identity of the informer will be kept a secret. The chief minister will visit Amritsar later in the day, officials said.",31.633978999999997,74.872264,90,2018-11-21T05:33:54Z,Asia/Kolkata,Terror Attack - Asia - India,2018-11-21,attack
330,terror,IN,"Three people and over 20 injured when two motorcycle-borne men threw grenade on a religious congregation on city outskirts here on Sunday, an incident which the police are treating as a ""terrorist act"". The incident took place inside the Nirankari Bhavan's prayer hall at Adliwal village near Amritsar's Rajasansi, police said. A congregation of the Nirankari followers was being held inside at the time. The Sant Nirankari Mission is a spiritual organisation and the Bhavan here is located close to the international airport and Indo-Pak border. The grenade was lobbed by one of the two people who had their faces covered. One person pointed a gun at the volunteers manning the gate, while the other one hurled the bomb after which they escaped, police and eyewitnesses said. DGP Suresh Arora, who along with senior officers rushed to the spot, said police was treating it as a ""terrorist act"". Chief Minister Amarinder Singh condemned the attack and said the possibility of the involvement of ISI-based Khalistani/Kashmiri terror groups could not be ruled out. The DGP said three people had died in the incident and 20 were injured, two of them seriously, he said. The police said the grenade was hurled towards the stage where main preacher Sukhdev Kumar was holding the congregation. He was among the dead. The other deceased were Sandeep Singh, a resident of village Rajasansi, and Kuldeep Singh. Nine women and a six-year-old child were among the injured, they said. An FIR was registered based on the statement of Nirnakari sect volunteer Gagan, who was on duty at the main door of the premises. Inspector General of Police (Amritsar Border range) SPS Parmar, who visited the spot, said about 200 devotees, including women, were inside at the time of the incident. They had gathered for the congregation held each Sunday. No CCTV was installed at the premises, preliminary probe found, he said. SSP (Rural) Parampal Singh said two armed masked persons forced their way inside by pointing a gun at Arjan and Gagan, who were on duty at the gate. ""After they gained entry, one of them threw a grenade-like object at the congregation and escaped,"" he said, adding a hunt is on to nab the accused. After the incident, the Bhavan was sealed by the police and security was stepped up at other ""Nirankari Bhavans"" in the state. While Punjab was already on high alert, vigil has been stepped up in the state, especially border districts, including Amritsar, Gurdaspur and Ferozepur. Punjab Chief Minister Amarinder Singh Monday announced a reward of Rs 50 lakh for anybody providing information on those involved in the Amritsar grenade blast that left three persons dead, officials said. Information can be provided on the Punjab Police helpline - 181, officials said, adding the identity of the informer will be kept a secret. The chief minister will visit Amritsar later in the day, officials said.",31.633978999999997,74.872264,90,2018-11-21T05:33:54Z,Asia/Kolkata,Terror Attack - Asia - India,2018-11-21,terror
331,disasters,,,3.7205,96.9382,66,2018-11-21T05:32:55Z,Asia/Jakarta,"M 4.5 - 100km ESE of Meulaboh, Indonesia",2018-11-21,disaster
331,disasters,,,3.7205,96.9382,66,2018-11-21T05:32:55Z,Asia/Jakarta,"M 4.5 - 100km ESE of Meulaboh, Indonesia",2018-11-21,earthquake
332,disasters,US,"Clark County Sheriff Jason Watson says they're still searching for answers after 29 inmates and two employees were taken to the hospital for carbon monoxide poisoning. ""It is a very scary thing that happened,"" says Sheriff Watson.  ""We had multiple inmates that were experiencing nausea [and] lightheadedness along with two of my employees that were assigned to working in the jail that night."" Sheriff Watson says they first noticed a problem when the jailers were doing a medicine call before bed Thursday night. ""It's very scary because there is no odor,"" says Sheriff Watson. He says no alarms or detectors went off as a warning. The state health department sent an inspector and the county is working with several agencies to figure out what went wrong with the system and how to prevent anything like this from happening again. Sheriff Watson says he's just glad everyone is okay. ""I personally believe it could've been a lot worse."" The inmates and employees were treated and released from the hospital within a few hours.  One inmate was kept overnight for observation but has since been released.  All 47 inmates are currently being housed at other facilities until the problem is resolved.",34.119063,-93.052938,70,2018-11-21T05:14:40Z,America/Chicago,HAZMAT - North-America - USA,2018-11-21,disaster
332,disasters,US,"Clark County Sheriff Jason Watson says they're still searching for answers after 29 inmates and two employees were taken to the hospital for carbon monoxide poisoning. ""It is a very scary thing that happened,"" says Sheriff Watson.  ""We had multiple inmates that were experiencing nausea [and] lightheadedness along with two of my employees that were assigned to working in the jail that night."" Sheriff Watson says they first noticed a problem when the jailers were doing a medicine call before bed Thursday night. ""It's very scary because there is no odor,"" says Sheriff Watson. He says no alarms or detectors went off as a warning. The state health department sent an inspector and the county is working with several agencies to figure out what went wrong with the system and how to prevent anything like this from happening again. Sheriff Watson says he's just glad everyone is okay. ""I personally believe it could've been a lot worse."" The inmates and employees were treated and released from the hospital within a few hours.  One inmate was kept overnight for observation but has since been released.  All 47 inmates are currently being housed at other facilities until the problem is resolved.",34.119063,-93.052938,70,2018-11-21T05:14:40Z,America/Chicago,HAZMAT - North-America - USA,2018-11-21,hazmat
333,disasters,US,"A Delta flight bound for Paris was forced to land just minutes after taking off from Salt Lake City after one of its engines was damaged by several unfortunate pelicans that hit it and got stuck inside. Flight DL248 departed Salt Lake International Airport with 223 people on board on Saturday, but the trip was immediately foiled after the aircraft struck the large birds, lodging them into the right engine of the Boeing 767-300. The pilots were able to level off at 6,000 feet and touch down just minutes after taking off, according to Airlive.net. ""Currently on a Delta flight SLC to Paris that hit Pelicans 15 min into the flight,"" passenger Jennifer Newman told Salt Lake City news outlet KUTV 2. ""We have now deplaned due to extensive damage to the plane,"" she added. No one on the flight was injured, and the airline began booking passengers on different flights. Delta apologized for any inconvenience caused. The incident is reminiscent of the famous landing by pilot Chesley ""Sully"" Sullenberger who landed US Airways flight 1549 in the Hudson River after the aircraft struck a flock of Canada geese and lost all engine power moments after taking off from New York's LaGuardia Airport in 2009. All 155 people were rescued by nearby boats.",40.787861,-111.99623700000001,70,2018-11-21T05:10:24Z,America/Denver,Vehicle Incident - North-America - USA,2018-11-21,disaster
333,disasters,US,"A Delta flight bound for Paris was forced to land just minutes after taking off from Salt Lake City after one of its engines was damaged by several unfortunate pelicans that hit it and got stuck inside. Flight DL248 departed Salt Lake International Airport with 223 people on board on Saturday, but the trip was immediately foiled after the aircraft struck the large birds, lodging them into the right engine of the Boeing 767-300. The pilots were able to level off at 6,000 feet and touch down just minutes after taking off, according to Airlive.net. ""Currently on a Delta flight SLC to Paris that hit Pelicans 15 min into the flight,"" passenger Jennifer Newman told Salt Lake City news outlet KUTV 2. ""We have now deplaned due to extensive damage to the plane,"" she added. No one on the flight was injured, and the airline began booking passengers on different flights. Delta apologized for any inconvenience caused. The incident is reminiscent of the famous landing by pilot Chesley ""Sully"" Sullenberger who landed US Airways flight 1549 in the Hudson River after the aircraft struck a flock of Canada geese and lost all engine power moments after taking off from New York's LaGuardia Airport in 2009. All 155 people were rescued by nearby boats.",40.787861,-111.99623700000001,70,2018-11-21T05:10:24Z,America/Denver,Vehicle Incident - North-America - USA,2018-11-21,vehicle-accident
334,disasters,,,-21.0557,-178.5288,66,2018-11-22T22:13:52Z,Pacific/Fiji,"M 5.3 - 48km SSE of Ndoi Island, Fiji",2018-11-22,disaster
334,disasters,,,-21.0557,-178.5288,66,2018-11-22T22:13:52Z,Pacific/Fiji,"M 5.3 - 48km SSE of Ndoi Island, Fiji",2018-11-22,earthquake
335,disasters,,,11.2504,-87.8482,82,2018-11-22T20:49:42Z,America/Managua,"M 4.5 - 154km SSW of Corinto, Nicaragua",2018-11-22,disaster
335,disasters,,,11.2504,-87.8482,82,2018-11-22T20:49:42Z,America/Managua,"M 4.5 - 154km SSW of Corinto, Nicaragua",2018-11-22,earthquake
336,disasters,,,-31.9179,-69.7216,65,2018-11-22T20:15:55Z,America/Argentina/San_Juan,"M 4.5 - 71km SSW of Calingasta, Argentina",2018-11-22,disaster
